timestamp,open,high,low,close
2023-11-17,169.58300,169.68900,168.27100,168.38400
2023-11-16,170.40900,170.53400,169.30700,169.57000
2023-11-15,169.09800,170.50000,168.85800,170.41600
2023-11-14,168.24300,169.39800,168.06000,169.10900
2023-11-13,167.90100,168.39600,167.50000,168.24900
2023-11-10,167.59500,168.17400,167.37600,167.85800
2023-11-09,167.84900,167.95100,167.41100,167.58200
2023-11-08,167.00700,167.98000,166.87500,167.84600
2023-11-07,166.81500,167.35100,166.72800,167.01800
2023-11-06,166.24400,167.05800,166.03200,166.84100
2023-11-03,166.04600,166.46400,165.69600,166.04100
2023-11-02,166.20300,166.63200,165.90900,166.04700
2023-11-01,166.56600,166.66800,165.84500,166.22900
2023-10-31,165.19800,167.21700,165.16000,166.62100
2023-10-30,165.86300,166.08100,164.97400,165.28000
2023-10-27,167.24100,167.32700,165.53700,165.74500
2023-10-26,167.43300,167.74100,166.82300,167.28100
2023-10-25,167.76100,167.97100,167.14900,167.40300
2023-10-24,168.00400,168.14200,167.41100,167.76800
2023-10-23,167.99700,168.22000,167.37600,167.95800
2023-10-20,168.00300,168.41300,167.73300,167.93500
2023-10-19,166.62500,168.15700,166.42500,168.02800
2023-10-18,166.31300,167.18500,166.21200,166.66200
2023-10-17,166.11200,166.50100,165.09600,166.32800
2023-10-16,165.76700,166.26400,165.38800,166.07900
2023-10-13,164.86700,166.11400,164.65500,165.71300
2023-10-12,165.36700,165.86400,164.73200,164.86600
2023-10-11,164.32200,165.50500,164.18800,165.29200
2023-10-10,163.79400,164.78100,163.71200,164.30500
2023-10-09,163.81700,164.22600,163.47800,163.85300
2023-10-06,162.69200,164.29500,162.56000,164.08100
2023-10-05,162.46400,162.85200,162.14400,162.73500
2023-10-04,161.76400,162.83200,161.63700,162.54100
2023-10-03,163.15000,163.29300,159.94600,161.76700
2023-10-02,163.34200,164.28400,162.96000,163.15900
2023-09-29,163.08400,163.90500,162.96000,163.22300
2023-09-28,162.32600,163.19000,162.02100,163.09900
2023-09-27,162.69200,162.83000,162.18500,162.32800
2023-09-26,163.12600,163.29000,162.68000,162.69900
2023-09-25,163.41200,163.66000,162.99000,163.13800
2023-09-22,163.07300,164.02700,163.02400,163.60600
2023-09-21,164.90900,165.01300,162.97600,163.16300
2023-09-20,164.57900,165.19700,164.53400,164.91400
2023-09-19,164.49900,165.02500,164.38600,164.57900
2023-09-18,164.71000,164.91100,164.38600,164.49100
2023-09-15,164.63100,165.16500,164.45600,164.69300
2023-09-14,164.92500,165.06700,164.25000,164.60600
2023-09-13,165.00500,165.42000,164.80700,164.90300
2023-09-12,164.47900,165.14500,164.28400,164.97500
2023-09-11,164.60400,165.05600,163.82700,164.51100
2023-09-08,164.92500,165.65300,164.46200,165.53800
2023-09-07,165.63500,165.84700,164.67000,164.97300
2023-09-06,166.03300,166.09900,164.99200,165.60600
2023-09-05,165.60500,166.19600,165.36800,166.09500
2023-09-04,165.02400,165.76200,164.89800,165.59900
2023-09-01,164.72100,165.22900,164.07800,165.13900
2023-08-31,166.39700,166.43500,164.57700,164.72800
2023-08-30,166.04700,166.59100,165.99500,166.36500
2023-08-29,165.81400,166.42700,165.44200,166.05800
2023-08-28,165.57600,166.00500,165.45600,165.83700
2023-08-25,164.84800,165.64800,164.63400,165.56800
2023-08-24,164.87600,165.66800,164.76000,164.88800
2023-08-23,165.63300,165.90700,164.48700,164.87000
2023-08-22,166.38500,166.57800,165.57700,165.63900
2023-08-21,164.82300,166.54800,164.52400,166.37200
2023-08-18,165.98100,166.07500,164.42200,164.87600
2023-08-17,166.21400,166.41800,165.64100,165.95200
2023-08-16,165.68800,166.39000,165.44400,166.17500
2023-08-15,165.67700,166.42100,165.53600,165.70500
2023-08-14,165.40700,165.75300,164.82300,165.70800
2023-08-11,165.03700,165.47800,164.78300,165.29200
2023-08-10,163.77600,165.40100,163.75900,165.11900
2023-08-09,163.71800,164.11000,163.32500,163.81600
2023-08-08,163.19400,164.25600,162.85300,163.71700
2023-08-07,162.38800,163.26500,161.94200,163.17900
2023-08-04,162.94100,163.36600,162.33900,162.40600
2023-08-03,163.27600,163.75700,162.42600,162.96900
2023-08-02,163.77200,164.03100,162.08500,163.26500
2023-08-01,163.17100,163.87200,162.89100,163.77700
2023-07-31,162.12800,164.00900,161.68600,163.33700
2023-07-28,160.33500,162.33200,158.81400,162.17100
2023-07-27,162.84800,163.78400,159.58600,160.46900
2023-07-26,163.12000,163.38600,162.44600,162.88200
2023-07-25,162.62400,163.30500,162.47900,163.14700
2023-07-24,163.69700,163.74400,162.58200,162.63800
2023-07-21,161.60400,163.97900,161.29100,163.79800
2023-07-20,162.53000,162.89800,161.44000,161.68300
2023-07-19,161.83700,163.11400,161.78400,162.53000
2023-07-18,161.18100,162.08200,160.67700,161.84100
2023-07-17,160.97500,161.79000,160.56800,161.21200
2023-07-14,160.72000,161.62800,159.99000,161.03800
2023-07-13,159.58900,161.08200,159.40600,160.71000
2023-07-12,159.53900,159.90500,158.47200,159.58400
2023-07-11,159.57200,159.81000,158.91400,159.60400
2023-07-10,159.83700,160.53100,159.24000,159.59700
2023-07-07,160.82800,160.93000,159.49200,159.89700
2023-07-06,160.84500,160.95700,159.97000,160.82500
2023-07-05,160.96700,161.35100,160.44400,160.88500
2023-07-04,161.30000,161.41400,160.92000,161.02500
2023-07-03,161.17200,161.59600,160.55200,161.36700
2023-06-30,160.89900,161.64400,160.41200,161.10500
2023-06-29,160.97200,161.31600,160.62600,160.94700
2023-06-28,161.21300,161.23800,160.57600,161.01300
2023-06-27,160.15600,161.29600,159.97400,161.18000
2023-06-26,160.26200,160.68100,159.65600,160.09600
2023-06-23,159.85700,160.31800,158.47500,160.15000
2023-06-22,158.80000,159.99400,158.30200,159.88400
2023-06-21,157.48400,158.89700,157.37800,158.85000
2023-06-20,158.40700,158.70800,157.18500,157.41300
2023-06-19,158.59800,158.78700,157.92100,158.41700
2023-06-16,157.23200,158.79100,156.84200,158.69700
2023-06-15,155.44100,157.51500,155.40600,157.24400
2023-06-14,154.84200,155.48600,154.59200,155.44000
2023-06-13,153.58900,154.93200,153.41600,154.87700
2023-06-12,154.30100,154.75000,153.36000,153.59500
2023-06-09,154.48800,155.25100,154.23400,154.31400
2023-06-08,153.95600,154.60300,153.49000,154.49800
2023-06-07,153.78000,154.13400,153.25000,153.96000
2023-06-06,154.01000,154.27800,153.36000,153.78000
2023-06-05,153.99000,154.37700,153.43400,154.00000
2023-06-02,153.21000,154.08500,153.05000,154.00500
2023-06-01,153.01000,153.84500,152.47200,153.16000
2023-05-31,154.25700,154.35000,152.75000,152.99000
2023-05-30,155.22000,155.53400,154.13000,154.26000
2023-05-29,155.30400,155.60300,155.03800,155.28700
2023-05-26,154.57100,155.46400,154.26200,155.34400
2023-05-25,153.94200,154.71400,153.48900,154.64700
2023-05-24,153.71000,154.17400,153.21000,153.94600
2023-05-23,154.38000,154.49600,153.48000,153.66100
2023-05-22,153.46200,154.46500,153.13900,154.38000
2023-05-19,153.22000,153.76700,152.84000,153.27400
2023-05-18,153.12000,153.41800,152.75000,153.23000
2023-05-17,152.03500,153.28200,151.97000,153.11000
2023-05-16,151.89000,152.54600,151.61000,152.02000
2023-05-15,151.04600,152.19400,151.03500,151.85500
2023-05-12,150.44000,151.53700,150.35000,151.10000
2023-05-11,150.94200,151.09200,149.80000,150.44000
2023-05-10,151.84000,152.34700,150.59000,150.96000
2023-05-09,151.76300,151.93700,151.00000,151.85000
2023-05-08,151.46400,152.25100,151.40700,151.78500
2023-05-05,151.54200,151.66200,150.18500,151.39400
2023-05-04,152.30400,152.53500,150.85700,151.53900
2023-05-03,152.93300,153.07300,152.11500,152.28700
2023-05-02,153.48800,153.95800,152.53900,152.92200
2023-05-01,152.47900,153.61200,152.20900,153.49000
